word,category,emoji,difficulty
Підгорецький замок,Географія,🌍,normal
Золочівський замок,Географія,🌍,normal
Мукачівський замок,Географія,🌍,normal
Ужгородський замок,Географія,🌍,normal
Кременецький замок,Географія,🌍,normal
Луара,Географія,🌍,normal
Одра,Географія,🌍,normal
Морава,Географія,🌍,normal
Влтава,Географія,🌍,normal
Гіндукуш,Географія,🌍,normal
Пустеля Тар,Географія,🌍,normal
Мадейра,Географія,🌍,normal
Балеарські острови,Географія,🌍,normal
Мальорка,Географія,🌍,normal
Ібіца,Географія,🌍,normal
Ірпінь,Географія,🌍,normal
Буча,Географія,🌍,normal
Славутич,Географія,🌍,normal
Конотоп,Географія,🌍,normal
Прилуки,Географія,🌍,normal
Ковель,Географія,🌍,normal
Броди,Географія,🌍,normal
Самбір,Географія,🌍,normal
Городенка,Географія,🌍,normal
Заліщики,Географія,🌍,normal
Кам'янка-Бузька,Географія,🌍,normal
Порт-Віла,Географія,🌍,normal
Тасманове море,Географія,🌍,normal
Коралове море,Географія,🌍,normal
Херсонес,Географія,🌍,normal
Бахчисарай,Географія,🌍,normal
Судацька фортеця,Географія,🌍,normal
Кам'янська Січ,Географія,🌍,normal
Чортків,Географія,🌍,normal
Бориспіль,Географія,🌍,normal
Біловезька пуща,Географія,🌍,normal
Куршська коса,Географія,🌍,normal
Мазурські озера,Географія,🌍,normal
Татранський національний парк,Географія,🌍,normal
Науру,Географія,🌍,hard
Тувалу,Географія,🌍,hard
Кірибаті,Географія,🌍,hard
Палау,Географія,🌍,hard
Маршаллові Острови,Географія,🌍,hard
Мікронезія,Географія,🌍,hard
Сент-Люсія,Географія,🌍,hard
Сент-Вінсент і Гренадини,Географія,🌍,hard
Сент-Кіттс і Невіс,Географія,🌍,hard
Антигуа і Барбуда,Географія,🌍,hard
Домініка,Географія,🌍,hard
Гренада,Географія,🌍,hard
Екваторіальна Гвінея,Географія,🌍,hard
Гвінея-Бісау,Географія,🌍,hard
Сан-Томе і Принсіпі,Географія,🌍,hard
Коморські Острови,Географія,🌍,hard
Центральноафриканська Республіка,Географія,🌍,hard
Демократична Республіка Конго,Географія,🌍,hard
Республіка Конго,Географія,🌍,hard
Еритрея,Географія,🌍,hard
Мельекеок,Географія,🌍,hard
Нгерулмуд,Географія,🌍,hard
Фунафуті,Географія,🌍,hard
Тарава,Географія,🌍,hard
Ярен,Географія,🌍,hard
Малабо,Географія,🌍,hard
Бісау,Географія,🌍,hard
Сан-Томе,Географія,🌍,hard
Морони,Географія,🌍,hard
Асмара,Географія,🌍,hard
Ла-Валетта,Географія,🌍,hard
Босфор,Географія,🌍,hard
Дарданелли,Географія,🌍,hard
Гібралтарська протока,Географія,🌍,hard
Берингова протока,Географія,🌍,hard
Магелланова протока,Географія,🌍,hard
Ла-Манш,Географія,🌍,hard
Перська затока,Географія,🌍,hard
Мексиканська затока,Географія,🌍,hard
Гвінейська затока,Географія,🌍,hard
Бенгальська затока,Географія,🌍,hard
Аденська затока,Географія,🌍,hard
Ормузька протока,Географія,🌍,hard
Малаккська протока,Географія,🌍,hard
меридіан,Географія,🌍,hard
паралель,Географія,🌍,hard
тропік Рака,Географія,🌍,hard
тропік Козерога,Географія,🌍,hard
полярне коло,Географія,🌍,hard
географічна широта,Географія,🌍,hard
географічна довгота,Географія,🌍,hard
материковий шельф,Географія,🌍,hard
тектонічна плита,Географія,🌍,hard
земна кора,Географія,🌍,hard
мантія Землі,Географія,🌍,hard
вододіл,Географія,🌍,hard
ізобата,Географія,🌍,hard
бархан,Географія,🌍,hard
дюна,Географія,🌍,hard
оазис,Географія,🌍,hard
савана,Географія,🌍,hard
тайга,Географія,🌍,hard
вічна мерзлота,Географія,🌍,hard
кратер вулкана,Географія,🌍,hard
підніжжя гори,Географія,🌍,hard
нагір'я,Географія,🌍,hard
височина,Географія,🌍,hard
низовина,Географія,🌍,hard
топографічна карта,Географія,🌍,hard
рельєф місцевості,Географія,🌍,hard
ерозія ґрунту,Географія,🌍,hard
координати GPS,Географія,🌍,hard
річкова долина,Географія,🌍,hard
озерна улоговина,Географія,🌍,hard
прибережна смуга,Географія,🌍,hard
морська течія,Географія,🌍,hard
пасатні вітри,Географія,🌍,hard
мусон,Географія,🌍,hard
Пік Комунізму,Географія,🌍,hard
Ключевська Сопка,Географія,🌍,hard
Демавенд,Географія,🌍,hard
Аннапурна,Географія,🌍,hard
Нанга-Парбат,Географія,🌍,hard
Оріноко,Географія,🌍,hard
Іртиш,Географія,🌍,hard
Печора,Географія,🌍,hard
Кубань,Географія,🌍,hard
Псьол,Географія,🌍,hard
Ворскла,Географія,🌍,hard
Рось,Географія,🌍,hard
Інгулець,Географія,🌍,hard
Тетерів,Географія,🌍,hard
Случ,Географія,🌍,hard
Стир,Географія,🌍,hard
Горинь,Географія,🌍,hard
Чадське озеро,Географія,🌍,hard
Ері,Географія,🌍,hard
Верхнє озеро,Географія,🌍,hard
озеро Мічиган,Географія,🌍,hard
Гурон,Географія,🌍,hard
озеро Онтаріо,Географія,🌍,hard
Тітікака,Географія,🌍,hard
Ньяса,Географія,🌍,hard
Тасманія,Географія,🌍,hard
Земля Франца-Йосифа,Географія,🌍,hard
Шпіцберген,Географія,🌍,hard
Нова Земля,Географія,🌍,hard
Острів Врангеля,Географія,🌍,hard
Командорські острови,Географія,🌍,hard
Алеутські острови,Географія,🌍,hard
Каролінські острови,Географія,🌍,hard
Кергелен,Географія,🌍,hard
Реюньйон,Географія,🌍,hard
Оркнейські острови,Географія,🌍,hard
Шетландські острови,Географія,🌍,hard
Фарерські острови,Географія,🌍,hard
Кам'янське,Географія,🌍,hard
Нікополь,Географія,🌍,hard
Павлоград,Географія,🌍,hard
Мелітополь,Географія,🌍,hard
Бердичів,Географія,🌍,hard
Коростень,Географія,🌍,hard
Нововолинськ,Географія,🌍,hard
Дрогобич,Географія,🌍,hard
Стрий,Географія,🌍,hard
Коломия,Географія,🌍,hard
Косів,Географія,🌍,hard
Яремче,Географія,🌍,hard
Рахів,Географія,🌍,hard
Берегове,Географія,🌍,hard
Свалява,Географія,🌍,hard
Кременець,Географія,🌍,hard
Почаїв,Географія,🌍,hard
Меджибіж,Географія,🌍,hard
Батурин,Географія,🌍,hard
Глухів,Географія,🌍,hard
Путивль,Географія,🌍,hard
Овруч,Географія,🌍,hard
Канів,Географія,🌍,hard
Чигирин,Географія,🌍,hard
Байдарська долина,Географія,🌍,hard
Джангул,Географія,🌍,hard
Актовський каньйон,Географія,🌍,hard
Роман-Кош,Географія,🌍,hard
Демерджі,Географія,🌍,hard
Аю-Даг,Географія,🌍,hard
Меганом,Географія,🌍,hard
Урочище Джангул,Географія,🌍,hard
антициклон,Географія,🌍,hard
атмосферний циклон,Географія,🌍,hard
пасат,Географія,🌍,hard
бриз,Географія,🌍,hard
карстова печера,Географія,🌍,hard
сталактит,Географія,🌍,hard
сталагміт,Географія,🌍,hard
гейзерна долина,Географія,🌍,hard
вулканічна дуга,Географія,🌍,hard
рифтова долина,Географія,🌍,hard
серединно-океанічний хребет,Географія,🌍,hard
абісаль,Географія,🌍,hard
континентальний шельф,Географія,🌍,hard
острівна дуга,Географія,🌍,hard
протока Дрейка,Географія,🌍,hard
мис Доброї Надії,Географія,🌍,hard
мис Горн,Географія,🌍,hard
мис Канаверал,Географія,🌍,hard
мис Челюскін,Географія,🌍,hard
Аддис-Абеба,Географія,🌍,hard
Дар-ес-Салам,Географія,🌍,hard
Додома,Географія,🌍,hard
Тхімпху,Географія,🌍,hard
Катманду,Географія,🌍,hard
Дакка,Географія,🌍,hard
Улан-Батор,Географія,🌍,hard
В'єнтьян,Географія,🌍,hard
Пномпень,Географія,🌍,hard
Янгон,Географія,🌍,hard
Найп'їдо,Географія,🌍,hard
Долина гейзерів,Географія,🌍,hard
Ущелина Дарваза,Географія,🌍,hard
Гора Костюшко,Географія,🌍,hard
Плато Путорана,Географія,🌍,hard
Плато Колорадо,Географія,🌍,hard
Улуру,Географія,🌍,hard
Гора Кука,Географія,🌍,hard
Йосемітська долина,Географія,🌍,hard
Долина монументів,Географія,🌍,hard
Салар де Уюні,Географія,🌍,hard
Плитвицькі озера,Географія,🌍,hard
Гора Олімп,Географія,🌍,hard
Долина Луари,Географія,🌍,hard
Скелі Мохер,Географія,🌍,hard
Ущелина Вердон,Географія,🌍,hard
Дельта Окаванго,Географія,🌍,hard
Озеро Комо,Географія,🌍,hard
Мис Байрон,Географія,🌍,hard
Гора Синай,Географія,🌍,hard
Долина царів,Географія,🌍,hard
Тімор-Лешті,Географія,🌍,hard
Ділі,Географія,🌍,hard
Нульовий меридіан,Географія,🌍,hard
Берегова лінія,Географія,🌍,hard
Останець,Географія,🌍,hard
Полонина,Географія,🌍,hard
Плай,Географія,🌍,hard
Верховина,Географія,🌍,hard
Мис Рока,Географія,🌍,hard
Мис Піай,Географія,🌍,hard
Полюс недоступності,Географія,🌍,hard
Точка Немо,Географія,🌍,hard
Жерло вулкана,Географія,🌍,hard
Лавове плато,Географія,🌍,hard
Солотвино,Географія,🌍,hard
Кривбас,Географія,🌍,hard
Джарилгач,Географія,🌍,hard
Тендрівська коса,Географія,🌍,hard
Кінбурнська коса,Географія,🌍,hard
Обитічна коса,Географія,🌍,hard
Арабатська стрілка,Географія,🌍,hard
Зміїний острів,Географія,🌍,hard
Мис Сарич,Географія,🌍,hard
Ваді-Рам,Географія,🌍,hard
Амазонська сельва,Географія,🌍,hard
Кракатау,Географія,🌍,hard
Везувій,Географія,🌍,hard
Етна,Географія,🌍,hard
Тибетське нагір'я,Географія,🌍,hard
Індо-Гангська рівнина,Географія,🌍,hard
Придніпровська височина,Географія,🌍,hard
Донецький кряж,Географія,🌍,hard
Приазовська височина,Географія,🌍,hard
Волинська височина,Географія,🌍,hard
Поліська низовина,Географія,🌍,hard
Причорноморська низовина,Географія,🌍,hard
Закарпатська низовина,Географія,🌍,hard
Керченська протока,Географія,🌍,hard
Дніпровсько-Бузький лиман,Географія,🌍,hard
Каркінітська затока,Географія,🌍,hard
Сиваш,Географія,🌍,hard
Острови Кука,Географія,🌍,hard
Ніуе,Географія,🌍,hard
Уолліс і Футуна,Географія,🌍,hard
Французька Полінезія,Географія,🌍,hard
Нова Каледонія,Географія,🌍,hard
Гуам,Географія,🌍,hard
Пуерто-Рико,Географія,🌍,hard
Аруба,Географія,🌍,hard
Кюрасао,Географія,🌍,hard
Мартиніка,Географія,🌍,hard
Гваделупа,Географія,🌍,hard
Макао,Географія,🌍,hard
Острів Мен,Географія,🌍,hard
Джерсі,Географія,🌍,hard
Гернсі,Географія,🌍,hard
Муррей,Географія,🌍,hard
Дарлінг,Географія,🌍,hard
Оранжева річка,Географія,🌍,hard
Лімпопо,Географія,🌍,hard
Колима,Географія,🌍,hard
Індигірка,Географія,🌍,hard
Рувензорі,Географія,🌍,hard
Чорногірський хребет,Географія,🌍,hard
Свидовецький хребет,Географія,🌍,hard
Горгани,Географія,🌍,hard
Розточчя,Географія,🌍,hard
Опілля,Географія,🌍,hard
Гуцульщина,Географія,🌍,hard
Бойківщина,Географія,🌍,hard
Лемківщина,Географія,🌍,hard
Таврія,Географія,🌍,hard
Сіверщина,Географія,🌍,hard
Лакшадвіп,Географія,🌍,hard
Андаманські острови,Географія,🌍,hard
Нікобарські острови,Географія,🌍,hard
Острів Різдва,Географія,🌍,hard
Кокосові острови,Географія,🌍,hard
Флоридська протока,Географія,🌍,hard
Тайванська протока,Географія,🌍,hard
Корейська протока,Географія,🌍,hard
Категат,Географія,🌍,hard
Скагеррак,Географія,🌍,hard
Ефіопське нагір'я,Географія,🌍,hard
Іранське нагір'я,Географія,🌍,hard
Анатолійське нагір'я,Географія,🌍,hard
Деканське плоскогір'я,Географія,🌍,hard
Бразильське плоскогір'я,Географія,🌍,hard
Гвіанське плоскогір'я,Географія,🌍,hard
Патагонське плато,Географія,🌍,hard
Великі рівнини,Географія,🌍,hard
Пампа,Географія,🌍,hard
Прерія,Географія,🌍,hard
Льянос,Географія,🌍,hard
Сельва,Географія,🌍,hard
Мангрові зарості,Географія,🌍,hard
Солончак,Географія,🌍,hard
Такир,Географія,🌍,hard
Ерг,Географія,🌍,hard
Хамада,Географія,🌍,hard
Вади,Географія,🌍,hard
Провалля,Географія,🌍,hard
Альберт Ейнштейн,Відомі люди,⭐,easy
Леонардо да Вінчі,Відомі люди,⭐,easy
Вільям Шекспір,Відомі люди,⭐,easy
Наполеон Бонапарт,Відомі люди,⭐,easy
Юлій Цезар,Відомі люди,⭐,easy
Клеопатра,Відомі люди,⭐,easy
Христофор Колумб,Відомі люди,⭐,easy
Чингісхан,Відомі люди,⭐,easy
Авраам Лінкольн,Відомі люди,⭐,easy
Джордж Вашингтон,Відомі люди,⭐,easy
Вінстон Черчилль,Відомі люди,⭐,easy
Махатма Ганді,Відомі люди,⭐,easy
Нельсон Мандела,Відомі люди,⭐,easy
Мартін Лютер Кінг,Відомі люди,⭐,easy
Матір Тереза,Відомі люди,⭐,easy
Ісаак Ньютон,Відомі люди,⭐,easy
Галілео Галілей,Відомі люди,⭐,easy
Чарльз Дарвін,Відомі люди,⭐,easy
Нікола Тесла,Відомі люди,⭐,easy
Томас Едісон,Відомі люди,⭐,easy
Бенджамін Франклін,Відомі люди,⭐,easy
Марія Кюрі,Відомі люди,⭐,easy
Стівен Гокінг,Відомі люди,⭐,easy
Зигмунд Фрейд,Відомі люди,⭐,easy
Юрій Гагарін,Відомі люди,⭐,easy
Нейл Армстронг,Відомі люди,⭐,easy
Барак Обама,Відомі люди,⭐,easy
Королева Єлизавета Друга,Відомі люди,⭐,easy
Джон Кеннеді,Відомі люди,⭐,easy
Леонардо Ді Капріо,Відомі люди,⭐,easy
Бред Пітт,Відомі люди,⭐,easy
Анджеліна Джолі,Відомі люди,⭐,easy
Том Круз,Відомі люди,⭐,easy
Джонні Депп,Відомі люди,⭐,easy
Роберт Дауні-молодший,Відомі люди,⭐,easy
Скарлет Йоганссон,Відомі люди,⭐,easy
Дженніфер Лоуренс,Відомі люди,⭐,easy
Вілл Сміт,Відомі люди,⭐,easy
Морган Фрімен,Відомі люди,⭐,easy
Дензел Вашингтон,Відомі люди,⭐,easy
Мерил Стріп,Відомі люди,⭐,easy
Джулія Робертс,Відомі люди,⭐,easy
Кіану Рівз,Відомі люди,⭐,easy
Арнольд Шварценеггер,Відомі люди,⭐,easy
Сильвестр Сталлоне,Відомі люди,⭐,easy
Джекі Чан,Відомі люди,⭐,easy
Чарлі Чаплін,Відомі люди,⭐,easy
Мерилін Монро,Відомі люди,⭐,easy
Одрі Хепберн,Відомі люди,⭐,easy
Елвіс Преслі,Відомі люди,⭐,easy
Майкл Джексон,Відомі люди,⭐,easy
Мадонна,Відомі люди,⭐,easy
Бейонсе,Відомі люди,⭐,easy
Ріанна,Відомі люди,⭐,easy
Леді Гага,Відомі люди,⭐,easy
Тейлор Свіфт,Відомі люди,⭐,easy
Адель,Відомі люди,⭐,easy
Ед Ширан,Відомі люди,⭐,easy
Джастін Бібер,Відомі люди,⭐,easy
Кеті Перрі,Відомі люди,⭐,easy
Брітні Спірс,Відомі люди,⭐,easy
Боб Марлі,Відомі люди,⭐,easy
Фредді Мерк'юрі,Відомі люди,⭐,easy
Джон Леннон,Відомі люди,⭐,easy
Пол Маккартні,Відомі люди,⭐,easy
Елтон Джон,Відомі люди,⭐,easy
Майкл Джордан,Відомі люди,⭐,easy
Кріштіану Роналду,Відомі люди,⭐,easy
Ліонель Мессі,Відомі люди,⭐,easy
Мухаммед Алі,Відомі люди,⭐,easy
Усейн Болт,Відомі люди,⭐,easy
Пеле,Відомі люди,⭐,easy
Дієго Марадона,Відомі люди,⭐,easy
Роджер Федерер,Відомі люди,⭐,easy
Серена Вільямс,Відомі люди,⭐,easy
Тайгер Вудс,Відомі люди,⭐,easy
Ілон Маск,Відомі люди,⭐,easy
Стів Джобс,Відомі люди,⭐,easy
Білл Гейтс,Відомі люди,⭐,easy
Марк Цукерберг,Відомі люди,⭐,easy
Джефф Безос,Відомі люди,⭐,easy
Уоррен Баффет,Відомі люди,⭐,easy
Волт Дісней,Відомі люди,⭐,easy
Генрі Форд,Відомі люди,⭐,easy
Тарас Шевченко,Відомі люди,⭐,easy
Леся Українка,Відомі люди,⭐,easy
Іван Франко,Відомі люди,⭐,easy
Богдан Хмельницький,Відомі люди,⭐,easy
Степан Бандера,Відомі люди,⭐,easy
Віталій Кличко,Відомі люди,⭐,easy
Володимир Кличко,Відомі люди,⭐,easy
Андрій Шевченко,Відомі люди,⭐,easy
Руслана,Відомі люди,⭐,easy
Джамала,Відомі люди,⭐,easy
Олег Винник,Відомі люди,⭐,easy
Святослав Вакарчук,Відомі люди,⭐,easy
Ані Лорак,Відомі люди,⭐,easy
Верка Сердючка,Відомі люди,⭐,easy
Уїльям Тьорнер,Відомі люди,⭐,easy
Пабло Пікассо,Відомі люди,⭐,easy
Вінсент ван Гог,Відомі люди,⭐,easy
Сальвадор Далі,Відомі люди,⭐,easy
Клод Моне,Відомі люди,⭐,easy
Рембрандт,Відомі люди,⭐,easy
Мікеланджело,Відомі люди,⭐,easy
Рафаель,Відомі люди,⭐,easy
Волт Вітмен,Відомі люди,⭐,easy
Марк Твен,Відомі люди,⭐,easy
Ернест Хемінгуей,Відомі люди,⭐,easy
Джордж Оруелл,Відомі люди,⭐,easy
Агата Крісті,Відомі люди,⭐,easy
Лев Толстой,Відомі люди,⭐,easy
Федір Достоєвський,Відомі люди,⭐,easy
Антон Чехов,Відомі люди,⭐,easy
Олександр Пушкін,Відомі люди,⭐,easy
Микола Гоголь,Відомі люди,⭐,easy
Джоан Роулінг,Відомі люди,⭐,easy
Стівен Кінг,Відомі люди,⭐,easy
Ганс Крістіан Андерсен,Відомі люди,⭐,easy
Брати Грімм,Відомі люди,⭐,easy
Моцарт,Відомі люди,⭐,easy
Бетховен,Відомі люди,⭐,easy
Йоганн Себастьян Бах,Відомі люди,⭐,easy
Фредерік Шопен,Відомі люди,⭐,easy
Чайковський,Відомі люди,⭐,easy
Опра Вінфрі,Відомі люди,⭐,easy
Емма Вотсон,Відомі люди,⭐,easy
Джордж Клуні,Відомі люди,⭐,easy
Джулія Ендрюс,Відомі люди,⭐,easy
Гаррісон Форд,Відомі люди,⭐,easy
Едді Мерфі,Відомі люди,⭐,easy
Джим Керрі,Відомі люди,⭐,easy
Мел Гібсон,Відомі люди,⭐,easy
Кевін Гарт,Відомі люди,⭐,easy
Дуейн Джонсон,Відомі люди,⭐,easy
Кріс Хемсворт,Відомі люди,⭐,easy
Кріс Еванс,Відомі люди,⭐,easy
Хью Джекман,Відомі люди,⭐,easy
Роберт Де Ніро,Відомі люди,⭐,easy
Аль Пачіно,Відомі люди,⭐,easy
Ентоні Гопкінс,Відомі люди,⭐,easy
Джек Ніколсон,Відомі люди,⭐,easy
Клінт Іствуд,Відомі люди,⭐,easy
Квентін Тарантіно,Відомі люди,⭐,easy
Стівен Спілберг,Відомі люди,⭐,easy
Джеймс Кемерон,Відомі люди,⭐,easy
Крістофер Нолан,Відомі люди,⭐,easy
Джордж Лукас,Відомі люди,⭐,easy
Тім Бертон,Відомі люди,⭐,easy
Альфред Гічкок,Відомі люди,⭐,easy
Стенлі Кубрик,Відомі люди,⭐,easy
Мерайя Кері,Відомі люди,⭐,easy
Уітні Г'юстон,Відомі люди,⭐,easy
Селін Діон,Відомі люди,⭐,easy
Шакіра,Відомі люди,⭐,easy
Дженніфер Лопес,Відомі люди,⭐,easy
Кайлі Дженнер,Відомі люди,⭐,easy
Кім Кардаш'ян,Відомі люди,⭐,easy
Неймар,Відомі люди,⭐,easy
Кайлі Міноуг,Відомі люди,⭐,easy
Рікі Мартін,Відомі люди,⭐,easy
Бред Пейслі,Відомі люди,⭐,easy
Кеша,Відомі люди,⭐,easy
Брюс Лі,Відомі люди,⭐,easy
Джет Лі,Відомі люди,⭐,easy
Ван Дамм,Відомі люди,⭐,easy
Річард Гір,Відомі люди,⭐,easy
Меттью Макконахі,Відомі люди,⭐,easy
Леонард Німой,Відомі люди,⭐,easy
Гаррі Кейн,Відомі люди,⭐,easy
Пеп Гвардіола,Відомі люди,⭐,easy
Жозе Моурінью,Відомі люди,⭐,easy
Зінедін Зідан,Відомі люди,⭐,easy
Дель Пьеро,Відомі люди,⭐,easy
Роналдіньйо,Відомі люди,⭐,easy
Девід Бекхем,Відомі люди,⭐,easy
Майк Тайсон,Відомі люди,⭐,easy
Флойд Мейвезер,Відомі люди,⭐,easy
Конор Макгрегор,Відомі люди,⭐,easy
Валентина Терешкова,Відомі люди,⭐,easy
Річард Бренсон,Відомі люди,⭐,easy
Ларрі Пейдж,Відомі люди,⭐,easy
Сергій Брін,Відомі люди,⭐,easy
Тім Кук,Відомі люди,⭐,easy
Джек Ма,Відомі люди,⭐,easy
Ангела Меркель,Відомі люди,⭐,easy
Маргарет Тетчер,Відомі люди,⭐,easy
Шарль де Голль,Відомі люди,⭐,easy
Отто фон Бісмарк,Відомі люди,⭐,easy
Джордж Буш,Відомі люди,⭐,easy
Рональд Рейган,Відомі люди,⭐,easy
Франклін Рузвельт,Відомі люди,⭐,easy
Йосип Сталін,Відомі люди,⭐,easy
Володимир Ленін,Відомі люди,⭐,easy
Петро Перший,Відомі люди,⭐,easy
Катерина Друга,Відомі люди,⭐,easy
Іван Грозний,Відомі люди,⭐,easy
Кароль Войтила,Відомі люди,⭐,easy
Далай-лама,Відомі люди,⭐,easy
Конфуцій,Відомі люди,⭐,easy
Будда,Відомі люди,⭐,easy
Ісус Христос,Відомі люди,⭐,easy
Мохамед,Відомі люди,⭐,easy
Мойсей,Відомі люди,⭐,easy
Гомер,Відомі люди,⭐,easy
Аристотель,Відомі люди,⭐,easy
Платон,Відомі люди,⭐,easy
Сократ,Відомі люди,⭐,easy
Піфагор,Відомі люди,⭐,easy
Архімед,Відомі люди,⭐,easy
Гіппократ,Відомі люди,⭐,easy
Александр Македонський,Відомі люди,⭐,easy
Ганнібал,Відомі люди,⭐,easy
Спартак,Відомі люди,⭐,easy
Марко Поло,Відомі люди,⭐,easy
Фердинанд Магеллан,Відомі люди,⭐,easy
Васко да Гама,Відомі люди,⭐,easy
Джеймс Кук,Відомі люди,⭐,easy
Ернест Резерфорд,Відомі люди,⭐,easy
Луї Пастер,Відомі люди,⭐,easy
Дмитро Менделєєв,Відомі люди,⭐,easy
Костянтин Ціолковський,Відомі люди,⭐,easy
Сергій Корольов,Відомі люди,⭐,easy
Володимир Вернадський,Відомі люди,⭐,easy
Ліл Вейн,Відомі люди,⭐,easy
Емінем,Відомі люди,⭐,easy
Снуп Дог,Відомі люди,⭐,easy
Дрейк,Відомі люди,⭐,easy
Кендрік Ламар,Відомі люди,⭐,easy
Джей Зі,Відомі люди,⭐,easy
Каньє Вест,Відомі люди,⭐,easy
Аврил Лавін,Відомі люди,⭐,easy
Майлі Сайрус,Відомі люди,⭐,easy
Селена Гомес,Відомі люди,⭐,easy
Демі Ловато,Відомі люди,⭐,easy
Ніккі Мінаж,Відомі люди,⭐,easy
Арiана Гранде,Відомі люди,⭐,easy
Аріана Гранде,Відомі люди,⭐,easy
Бруно Марс,Відомі люди,⭐,easy
Джон Траволта,Відомі люди,⭐,easy
Сідні Пуатьє,Відомі люди,⭐,easy
Хоакін Фенікс,Відомі люди,⭐,easy
Тімоті Шаламе,Відомі люди,⭐,easy
Райан Гослінг,Відомі люди,⭐,easy
Райан Рейнольдс,Відомі люди,⭐,easy
Емма Стоун,Відомі люди,⭐,easy
Наталі Портман,Відомі люди,⭐,easy
Кейт Вінслет,Відомі люди,⭐,easy
Сандра Буллок,Відомі люди,⭐,easy
Ніколь Кідман,Відомі люди,⭐,easy
Шарліз Терон,Відомі люди,⭐,easy
Пенелопа Крус,Відомі люди,⭐,easy
Ева Мендес,Відомі люди,⭐,easy
Сальма Гаєк,Відомі люди,⭐,easy
Умберто Еко,Відомі люди,⭐,easy
Пауло Коельо,Відомі люди,⭐,easy
Джек Лондон,Відомі люди,⭐,easy
Артур Конан Дойл,Відомі люди,⭐,easy
Жуль Верн,Відомі люди,⭐,easy
Данте Аліг'єрі,Відомі люди,⭐,easy
Гете,Відомі люди,⭐,easy
Фрідріх Ніцше,Відомі люди,⭐,easy
Іммануїл Кант,Відомі люди,⭐,easy
Карл Маркс,Відомі люди,⭐,easy
Мохандас Ганді,Відомі люди,⭐,easy
Малала Юсуфзай,Відомі люди,⭐,easy
Грета Тунберг,Відомі люди,⭐,easy
Стів Возняк,Відомі люди,⭐,easy
Річард Фейнман,Відомі люди,⭐,easy
Роберт Ойпенгеймер,Відомі люди,⭐,easy
Роберт Оппенгеймер,Відомі люди,⭐,easy
Альберт Швейцер,Відомі люди,⭐,easy
Флоренс Найтінгейл,Відомі люди,⭐,easy
Розалінд Франклін,Відомі люди,⭐,easy
Джейн Гудолл,Відомі люди,⭐,easy
Карл Саган,Відомі люди,⭐,easy
Ольга Кобилянська,Відомі люди,⭐,easy
Михайло Грушевський,Відомі люди,⭐,easy
Симон Петлюра,Відомі люди,⭐,easy
Іван Мазепа,Відомі люди,⭐,easy
Роман Шухевич,Відомі люди,⭐,easy
Данило Галицький,Відомі люди,⭐,easy
Ярослав Мудрий,Відомі люди,⭐,easy
Володимир Великий,Відомі люди,⭐,easy
Княгиня Ольга,Відомі люди,⭐,easy
Григорій Сковорода,Відомі люди,⭐,easy
Михайло Булгаков,Відомі люди,⭐,easy
Казимир Малевич,Відомі люди,⭐,easy
Соломія Крушельницька,Відомі люди,⭐,easy
Олександр Довженко,Відомі люди,⭐,easy
Сергій Параджанов,Відомі люди,⭐,easy
Кузьма Скрябін,Відомі люди,⭐,easy
Ірина Білик,Відомі люди,⭐,easy
Наталя Могилевська,Відомі люди,⭐,easy
Тіна Кароль,Відомі люди,⭐,easy
Настя Каменських,Відомі люди,⭐,easy
Монатік,Відомі люди,⭐,easy
Альона Альона,Відомі люди,⭐,easy
MELOVIN,Відомі люди,⭐,easy
Олег Скрипка,Відомі люди,⭐,easy
Олег Блохін,Відомі люди,⭐,easy
Сергій Бубка,Відомі люди,⭐,easy
Яна Клочкова,Відомі люди,⭐,easy
Василь Ломаченко,Відомі люди,⭐,easy
Олександр Усик,Відомі люди,⭐,easy
Олена Костевич,Відомі люди,⭐,easy
Ярослава Магучіх,Відомі люди,⭐,easy
Дмитро Гнатюк,Відомі люди,⭐,easy
Богдан Ступка,Відомі люди,⭐,easy
Ада Роговцева,Відомі люди,⭐,easy
Наталія Сумська,Відомі люди,⭐,easy
Остап Ступка,Відомі люди,⭐,easy
Квітка Цісик,Відомі люди,⭐,easy
Том Генкс,Відомі люди,⭐,easy
Дженніфер Еністон,Відомі люди,⭐,easy
Кортні Кокс,Відомі люди,⭐,easy
Ліза Кудроу,Відомі люди,⭐,easy
Х'ю Лорі,Відомі люди,⭐,easy
Бенедикт Камбербетч,Відомі люди,⭐,easy
Мартін Фрімен,Відомі люди,⭐,easy
Іен Маккеллен,Відомі люди,⭐,easy
Деніел Редкліфф,Відомі люди,⭐,easy
Емма Робертс,Відомі люди,⭐,easy
Зендая,Відомі люди,⭐,easy
Том Голланд,Відомі люди,⭐,easy
Ендрю Гарфілд,Відомі люди,⭐,easy
Тобі Магуайр,Відомі люди,⭐,easy
Крістіан Бейл,Відомі люди,⭐,easy
Вілл Феррелл,Відомі люди,⭐,easy
Стів Карелл,Відомі люди,⭐,easy
Овен Вілсон,Відомі люди,⭐,easy
Бен Стіллер,Відомі люди,⭐,easy
Кемерон Діаз,Відомі люди,⭐,easy
Дрю Беррімор,Відомі люди,⭐,easy
Різ Візерспун,Відомі люди,⭐,easy
Емма Томпсон,Відомі люди,⭐,easy
Кейт Бланшетт,Відомі люди,⭐,easy
Гелена Бонем Картер,Відомі люди,⭐,easy
